City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country
693,Ostrovskoye,57.8057,42.2433,36.93,99,88,3.91,overcast clouds,RU
694,Kholm,59.2667,32.85,37.51,96,100,6.73,overcast clouds,RU
695,Tapes,-30.6733,-51.3958,73.24,78,87,7.16,overcast clouds,BR
696,Yaguajay,22.3272,-79.2378,78.46,55,11,17.29,few clouds,CU
697,Ritchie,-29.038,24.6028,52.81,76,100,11.92,moderate rain,ZA
698,Myra,45.4358,12.1348,45.01,87,75,33.38,broken clouds,IT
699,Andilamena,-17.0167,48.5833,65.46,89,62,7.54,broken clouds,MG
700,Chaplygin,53.2432,39.9629,49.78,63,82,6.73,broken clouds,RU
701,Bulaevo,54.9056,70.4439,37.36,76,81,7.74,broken clouds,KZ
702,Jalu,29.0331,21.5482,80.02,14,96,8.19,overcast clouds,LY
703,Kalundborg,55.6795,11.0886,44.33,70,83,29.37,broken clouds,DK
704,Boa Vista,2.8197,-60.6733,85.98,58,75,8.05,broken clouds,BR
705,Boden,65.8252,21.6886,32.0,92,100,7.61,overcast clouds,SE
706,Lima,-12.0432,-77.0282,69.39,56,75,6.91,mist,PE
707,Ariquemes,-9.9133,-63.0408,88.81,60,99,2.39,overcast clouds,BR
708,Aubenas,44.6201,4.3899,54.16,48,90,11.74,overcast clouds,FR
709,Tonota,-21.4833,27.4833,64.29,78,100,9.98,overcast clouds,BW
710,Verkhoturye,58.8627,60.8054,34.0,99,100,3.6,overcast clouds,RU
711,Upington,-28.4478,21.2561,61.18,82,75,18.41,thunderstorm,ZA
712,Krasnoselkup,65.7,82.4667,-7.49,100,61,8.23,broken clouds,RU
713,Aquin,18.2833,-73.4,76.96,81,100,1.79,overcast clouds,HT
714,San Jose De Guanipa,8.8872,-64.1651,93.4,33,62,12.53,broken clouds,VE
715,Balykshi,47.0667,51.8667,57.2,77,75,11.18,broken clouds,KZ
716,Dutse,11.7594,9.3392,99.91,10,82,6.38,broken clouds,NG
717,Kashipur,29.2167,78.95,83.46,12,0,2.19,clear sky,IN
718,Upata,8.0086,-62.3989,91.27,37,75,7.96,broken clouds,VE
719,Riviere-Au-Renard,48.9957,-64.3971,48.49,97,86,8.25,overcast clouds,CA
720,Behbahan,30.5959,50.2417,80.11,22,55,5.14,broken clouds,IR
721,Glace Bay,46.1969,-59.957,55.89,89,40,3.44,scattered clouds,CA
722,Maiduguri,11.8464,13.1603,101.44,7,99,10.76,overcast clouds,NG
723,Nantucket,41.2835,-70.0995,56.08,82,62,18.03,broken clouds,US
