City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country
344,Rawson,-43.3002,-65.1023,64.74,67,79,21.25,light rain,AR
345,Bilara,26.1792,73.7056,88.59,13,18,9.55,few clouds,IN
346,Muborak,39.2553,65.1528,79.36,24,100,8.08,overcast clouds,UZ
347,Gap,44.6667,6.0,27.3,62,35,11.05,scattered clouds,FR
348,Richards Bay,-28.783,32.0377,67.03,85,100,5.14,light rain,ZA
349,Angoche,-16.2325,39.9086,78.58,72,8,7.54,clear sky,MZ
350,Vestmanna,62.1564,-7.1664,34.72,64,100,5.75,overcast clouds,FO
351,Coruripe,-10.1256,-36.1756,85.1,63,51,11.5,broken clouds,BR
352,Nouakchott,18.0858,-15.9785,82.33,48,28,19.06,scattered clouds,MR
353,Lewisporte,49.2499,-55.0482,37.11,91,100,12.62,overcast clouds,CA
354,Piranhas,-16.4269,-51.8222,83.75,69,88,3.47,moderate rain,BR
355,Bodden Town,19.2833,-81.25,82.99,61,20,13.8,few clouds,KY
356,Ust-Kulom,61.6864,53.6902,36.7,100,100,8.63,overcast clouds,RU
357,Bay Roberts,47.5999,-53.2648,41.05,70,95,10.0,overcast clouds,CA
358,Port-Cartier,50.0334,-66.8654,35.74,100,100,1.19,overcast clouds,CA
359,Brasilia De Minas,-16.2064,-44.4333,94.55,29,5,2.89,clear sky,BR
360,Goderich,43.7501,-81.7165,35.91,74,97,9.22,overcast clouds,CA
361,Ayaviri,-14.8864,-70.5889,54.3,56,98,2.04,overcast clouds,PE
362,Salalah,17.0151,54.0924,82.49,78,0,2.3,clear sky,OM
363,Novooleksiyivka,46.2269,34.6428,53.53,67,93,13.0,overcast clouds,UA
364,Grindavik,63.8424,-22.4338,39.67,87,75,27.63,broken clouds,IS
365,Teguise,29.0605,-13.564,70.02,53,20,13.8,few clouds,ES
366,Zabol,32.25,67.25,67.93,14,3,11.65,clear sky,AF
367,Road Town,18.4167,-64.6167,84.24,58,20,10.36,few clouds,VG
368,Yazd,31.8972,54.3675,84.31,9,75,9.22,broken clouds,IR
369,Biled,45.8864,20.9589,50.2,75,100,12.97,overcast clouds,RO
370,Point Pedro,9.8167,80.2333,83.26,73,100,6.4,overcast clouds,LK
371,Huarmey,-10.0681,-78.1522,74.21,72,76,9.33,broken clouds,PE
372,San Vicente,-26.6167,-54.1333,84.34,37,0,3.42,clear sky,AR
373,Ewo,-0.8725,14.8206,81.52,64,82,6.15,broken clouds,CG
374,Finnentrop,51.1667,7.9667,45.21,62,97,10.98,light rain,DE
375,Hounde,11.5,-3.5167,105.26,15,6,4.92,clear sky,BF
376,Opuwo,-18.0607,13.84,80.85,30,6,3.04,clear sky,NA
377,Salinopolis,-0.6136,-47.3561,75.16,96,98,3.31,overcast clouds,BR
378,Robertsport,6.7533,-11.3686,81.52,82,100,10.56,overcast clouds,LR
379,Beloha,-25.1667,45.05,73.81,81,42,17.11,scattered clouds,MG
380,Bafoulabe,13.8065,-10.8321,109.94,6,19,3.22,few clouds,ML
381,Iranshahr,27.2025,60.6848,91.74,12,0,0.0,clear sky,IR
382,Nurota,40.5614,65.6886,70.66,32,100,3.67,light rain,UZ
383,Praia,14.9215,-23.5087,84.74,45,0,18.41,clear sky,CV
384,Kachiry,53.0675,76.1036,35.89,69,31,4.63,scattered clouds,KZ
385,Grand-Lahou,5.1367,-5.0242,83.91,76,73,11.9,broken clouds,CI
386,La Palma,33.8464,-118.0467,84.9,59,75,4.61,broken clouds,US
387,Maues,-3.3836,-57.7186,84.96,70,100,3.4,overcast clouds,BR
388,Isiro,2.7739,27.616,76.37,54,93,1.61,overcast clouds,CD
389,Sembe,1.6481,14.5806,82.31,57,86,2.75,overcast clouds,CG
390,Sinazongwe,-17.2614,27.4618,77.25,63,100,5.12,overcast clouds,ZM
391,Srivardhan,18.0333,73.0167,80.94,89,99,2.98,overcast clouds,IN
392,Caravelas,-17.7125,-39.2481,82.27,68,74,5.84,broken clouds,BR
393,Porto Novo,6.4965,2.6036,82.22,71,92,9.84,overcast clouds,BJ
394,Gornopravdinsk,60.05,69.9,12.85,97,30,3.11,scattered clouds,RU
395,Oranjemund,-28.55,16.4333,67.28,54,0,15.46,clear sky,NA
396,Albany,42.6001,-73.9662,45.37,89,100,1.01,light rain,US
397,Jalalpur Jattan,32.6374,74.2183,85.87,45,0,0.0,haze,PK
398,Tibati,6.4667,12.6333,79.45,47,74,7.58,broken clouds,CM
399,Kabare,-2.4683,28.8242,62.28,93,74,1.86,moderate rain,CD
400,Haapsalu,58.9431,23.5414,39.97,64,34,21.85,scattered clouds,EE
401,Brandenburg,52.4167,12.55,48.81,54,91,12.82,overcast clouds,DE
402,Nueva Guinea,11.6876,-84.4562,91.02,37,71,16.8,broken clouds,NI
403,Zhezkazgan,47.8043,67.7144,52.0,52,98,14.85,overcast clouds,KZ
404,Narsaq,60.9167,-46.05,33.69,46,2,3.94,clear sky,GL
405,Luwingu,-10.2621,29.9271,65.12,85,86,3.71,overcast clouds,ZM
406,Barra Do Corda,-5.5,-45.25,83.01,82,83,4.79,broken clouds,BR
407,Koungou,-12.7336,45.2042,78.51,89,0,2.3,clear sky,YT
408,Kayes,14.0,-11.0,108.9,6,21,6.62,few clouds,ML
409,Bagua Grande,-5.7561,-78.4411,84.79,67,100,5.46,light rain,PE
410,Ibi,38.6253,-0.5723,67.33,57,88,4.7,overcast clouds,ES
411,Springfield,37.2153,-93.2982,56.86,33,0,11.99,clear sky,US
412,Viedma,-40.8135,-62.9967,64.67,76,100,13.47,overcast clouds,AR
413,Nawabganj,24.5911,88.271,83.12,54,0,12.48,clear sky,BD
414,Marinette,45.1,-87.6307,37.45,64,100,9.22,overcast clouds,US
415,Priiskovyy,51.9333,116.6333,37.24,60,100,12.97,light rain,RU
416,Sawakin,19.1059,37.3321,82.69,64,0,3.53,clear sky,SD
417,Krasnyy Yar,46.5331,48.3456,55.33,79,95,7.4,overcast clouds,RU
418,Abancay,-13.6339,-72.8814,70.45,61,99,6.08,overcast clouds,PE
419,Wattegama,6.7989,81.4808,75.27,90,90,1.95,overcast clouds,LK
420,Khash,28.2211,61.2158,77.25,10,45,2.62,scattered clouds,IR
421,Lunenburg,44.3835,-64.3155,55.49,93,93,2.3,overcast clouds,CA
422,Tsumeb,-19.2333,17.7167,74.59,46,63,11.25,broken clouds,NA
423,Cuamba,-14.8031,36.5372,69.1,88,32,3.74,scattered clouds,MZ
424,Medea,36.2642,2.7539,57.47,65,28,6.49,scattered clouds,DZ
425,Ler,8.3018,30.1418,92.93,28,86,5.5,overcast clouds,SS
426,Banes,20.9625,-75.7186,86.5,53,58,8.75,broken clouds,CU
427,Souris,49.6172,-100.2612,42.75,44,100,15.41,overcast clouds,CA
428,Santa Isabel,-23.3156,-46.2214,85.3,61,67,3.11,broken clouds,BR
429,Dwarka,22.2394,68.9678,81.43,72,15,8.84,few clouds,IN
430,Husavik,66.0449,-17.3389,29.32,72,37,5.75,scattered clouds,IS
431,Biograd Na Moru,43.9433,15.4519,52.5,78,100,32.44,overcast clouds,HR
432,Bolton,53.5833,-2.4333,49.39,59,87,8.01,overcast clouds,GB
433,Porto Seguro,-16.4497,-39.0647,84.72,70,75,10.36,broken clouds,BR
434,Santa Fe,-31.6333,-60.7,86.0,52,0,10.0,clear sky,AR
435,Radviliskis,55.8167,23.5333,41.05,52,40,19.57,scattered clouds,LT
436,Qaqortoq,60.7167,-46.0333,32.74,59,5,5.28,clear sky,GL
437,Pindi Gheb,33.2402,72.2661,84.72,16,0,4.09,clear sky,PK
438,Dubrovnik,42.6481,18.0922,60.44,77,20,11.5,few clouds,HR
439,Izvoarele Sucevei,47.75,25.1833,43.95,98,92,1.19,overcast clouds,RO
440,Ouadda,8.0777,22.4007,85.48,30,90,3.74,overcast clouds,CF
441,The Valley,18.217,-63.0578,84.06,61,20,20.71,few clouds,AI
442,Ust-Tsilma,65.441,52.1498,36.48,99,100,10.18,overcast clouds,RU
443,San Francisco,37.7749,-122.4194,63.68,52,20,5.01,few clouds,US
444,Praia Da Vitoria,38.7333,-27.0667,57.76,82,20,30.44,few clouds,PT
445,Dilla,6.41,38.31,72.18,53,59,8.41,broken clouds,ET
446,Pokaran,26.9167,71.9167,86.81,9,1,12.55,clear sky,IN
447,Bourges,47.25,2.4167,54.86,60,68,9.51,broken clouds,FR
448,Kiruna,67.8557,20.2251,27.52,100,100,11.5,overcast clouds,SE
449,Jackson,42.4165,-122.8345,47.71,65,0,1.99,clear sky,US
450,Barzas,55.7167,86.3167,30.15,94,100,9.1,overcast clouds,RU
451,Atar,20.5169,-13.0499,97.14,4,0,11.16,clear sky,MR
452,Goundam,16.4145,-3.6708,106.32,6,12,14.99,few clouds,ML
453,Padang,-0.9492,100.3543,78.66,78,97,3.13,overcast clouds,ID
454,Bahadurgarh,28.6833,76.9167,96.35,8,0,8.46,clear sky,IN
455,Kidal,18.4411,1.4078,104.31,5,0,12.95,clear sky,ML
456,Conceicao Da Barra,-18.5933,-39.7322,84.13,64,65,8.1,broken clouds,BR
457,Kodoli,16.8833,74.2,79.05,73,85,8.34,overcast clouds,IN
458,Vardo,70.3705,31.1107,35.49,97,100,31.09,overcast clouds,NO
459,Halifax,44.6453,-63.5724,54.34,84,46,4.0,scattered clouds,CA
460,Tiruttani,13.177,79.6128,81.01,79,98,4.61,overcast clouds,IN
461,Fecamp,49.7579,0.3746,49.71,63,5,9.01,clear sky,FR
462,Mitsamiouli,-11.3847,43.2844,83.16,75,99,8.37,overcast clouds,KM
463,Bani,18.2833,-70.3333,83.64,54,41,13.69,scattered clouds,DO
464,Tocopilla,-22.092,-70.1979,70.7,64,7,8.21,clear sky,CL
465,Kusa,55.3383,59.4406,35.67,99,100,4.34,overcast clouds,RU
466,Tuytepa,41.0321,69.3625,73.74,44,92,4.36,overcast clouds,UZ
467,Komyshnya,50.1859,33.684,59.79,58,99,16.22,overcast clouds,UA
468,Kozhva,65.1073,57.0459,35.26,90,100,13.27,overcast clouds,RU
469,Saint-Augustin,51.226,-58.6502,32.61,100,100,11.77,snow,CA
470,Rayachoti,14.05,78.75,81.19,63,100,7.05,overcast clouds,IN
471,Axim,4.8699,-2.2405,83.5,75,100,12.15,overcast clouds,GH
472,Montenegro,42.5,19.3,56.95,63,75,8.05,broken clouds,ME
473,Tomsani,44.95,26.2833,67.78,49,41,9.01,scattered clouds,RO
474,Chatrapur,19.35,84.9833,80.11,84,46,20.18,scattered clouds,IN
475,Tiznit,29.5833,-9.5,79.05,19,0,1.7,clear sky,MA
476,Buchanan,5.8808,-10.0467,84.87,72,96,10.67,overcast clouds,LR
477,Banapur,19.7833,85.1833,81.0,80,14,14.27,few clouds,IN
478,Sur,22.5667,59.5289,89.01,37,100,9.1,overcast clouds,OM
479,Acarau,-2.8856,-40.12,80.31,80,59,13.33,broken clouds,BR
480,Svetlogorsk,52.6333,29.7333,44.08,93,100,11.5,overcast clouds,BY
481,Ancud,-41.8697,-73.8203,53.22,85,100,4.94,light rain,CL
482,Laguna,38.421,-121.4238,66.49,31,0,17.27,clear sky,US
483,Yambio,4.5721,28.3955,83.71,37,89,0.72,overcast clouds,SS
484,Whitehaven,54.549,-3.5841,47.66,62,96,5.01,overcast clouds,GB
485,Wilson,36.1501,-86.2833,49.5,54,100,13.8,overcast clouds,US
486,Lakselv,70.0513,24.9718,35.42,87,100,23.02,overcast clouds,NO
487,Araouane,18.9048,-3.5265,100.06,5,17,14.67,few clouds,ML
488,Mutis,6.2262,-77.4044,82.69,76,99,4.03,light rain,CO
489,Tonantins,-2.8731,-67.8022,85.91,74,99,2.77,overcast clouds,BR
490,Carutapera,-1.195,-46.02,75.24,97,99,6.42,moderate rain,BR
491,Rocha,-34.4833,-54.3333,81.36,42,17,4.68,few clouds,UY
492,Harper,4.375,-7.7169,84.45,74,95,10.67,overcast clouds,LR
493,Kankon,15.0167,74.0167,82.54,81,89,4.32,overcast clouds,IN
494,Ylojarvi,61.5563,23.5961,33.78,78,75,13.8,broken clouds,FI
495,Lasa,46.6166,10.7002,46.69,70,100,9.04,overcast clouds,IT
496,Jacobina,-11.1806,-40.5183,92.34,27,9,6.53,clear sky,BR
497,Ilam,26.9167,87.9167,65.82,74,20,5.12,few clouds,NP
498,Severnyy,50.677,36.5532,55.44,50,75,13.42,broken clouds,RU
499,Raudeberg,61.9875,5.1352,38.86,84,100,30.44,overcast clouds,NO
500,Bulancak,40.9372,38.2291,54.79,80,16,5.5,few clouds,TR
501,Narkevychi,49.5172,26.6418,43.54,86,100,16.58,overcast clouds,UA
502,Kulhudhuffushi,6.6221,73.07,85.17,69,100,10.4,overcast clouds,MV
503,Hobyo,5.3505,48.5268,82.4,77,31,15.73,scattered clouds,SO
504,Vuktyl,63.8567,57.3094,35.96,93,100,12.12,overcast clouds,RU
505,Damaturu,11.747,11.9608,99.46,6,100,7.18,overcast clouds,NG
506,Birnin Kebbi,12.4539,4.1975,106.29,13,83,3.27,broken clouds,NG
507,Shelburne,44.0787,-80.2041,39.76,83,100,10.49,overcast clouds,CA
508,Banfora,10.6333,-4.7667,103.28,20,31,5.06,scattered clouds,BF
509,Borova,50.1763,30.1043,52.25,79,100,5.53,overcast clouds,UA
510,Meulaboh,4.1363,96.1285,78.49,86,95,1.48,light rain,ID
511,Morant Bay,17.8815,-76.4093,85.62,63,91,8.48,overcast clouds,JM
512,Nikita,44.5333,34.2333,45.79,62,30,6.17,scattered clouds,UA
513,Nacala,-14.5428,40.6728,75.99,80,1,6.62,clear sky,MZ
514,Novovarshavka,54.1721,74.6946,34.65,66,13,3.69,few clouds,RU
515,Bosaso,11.2842,49.1816,81.55,75,100,2.66,overcast clouds,SO
516,Mana,5.6592,-53.7767,80.58,82,88,11.27,overcast clouds,GF
517,Montemor-O-Novo,38.6481,-8.2145,63.95,68,94,8.05,overcast clouds,PT
518,Vigrestad,58.5667,5.7,40.59,77,48,31.88,scattered clouds,NO
519,Uvinza,-5.1036,30.3911,70.07,79,93,3.31,overcast clouds,TZ
520,Barra Patuca,15.8,-84.2833,80.78,77,93,12.35,overcast clouds,HN
521,Moose Factory,51.2585,-80.6094,28.4,80,100,11.5,overcast clouds,CA
522,Knysna,-34.0363,23.0471,62.73,85,3,12.55,clear sky,ZA
523,Puerto Ayacucho,5.6639,-67.6236,90.77,53,99,3.33,overcast clouds,VE
524,Mbale,1.0821,34.175,75.9,45,61,5.08,broken clouds,UG
525,Ambovombe,-25.1667,46.0833,74.55,82,49,20.02,scattered clouds,MG
526,Marawi,7.9986,124.2928,66.36,94,100,1.86,overcast clouds,PH
527,Carmen,18.6333,-91.8333,76.66,53,90,13.96,overcast clouds,MX
528,Conde,-7.2597,-34.9075,87.26,66,40,14.97,scattered clouds,BR
529,Yarim,14.298,44.3779,61.05,44,7,2.06,clear sky,YE
530,Banda Aceh,5.5577,95.3222,80.22,79,74,3.51,broken clouds,ID
531,Kara,9.5511,1.1861,93.25,35,79,7.27,broken clouds,TG
532,Quelimane,-17.8786,36.8883,80.55,78,40,3.44,scattered clouds,MZ
533,Maturin,9.75,-63.1767,95.59,33,93,10.47,overcast clouds,VE
534,Thompson,55.7435,-97.8558,39.36,35,100,10.36,overcast clouds,CA
535,Mimongo,-1.6195,11.6068,70.12,96,100,0.58,overcast clouds,GA
536,Warangal,18.0,79.5833,86.92,48,63,16.73,broken clouds,IN
537,Taraz,42.9,71.3667,63.01,67,100,15.66,overcast clouds,KZ
538,Rio Grande,-32.035,-52.0986,84.31,71,16,10.92,few clouds,BR
539,Utete,-7.986,38.758,77.32,85,24,6.85,few clouds,TZ
540,Kataysk,56.289,62.5841,33.85,100,100,5.37,overcast clouds,RU
541,San Borja,-14.8167,-66.85,84.72,77,75,3.78,broken clouds,BO
542,Garowe,8.4054,48.4845,80.38,61,72,18.88,broken clouds,SO
543,Kaka,37.3482,59.6143,78.53,20,89,10.42,overcast clouds,TM
544,Tallahassee,30.4383,-84.2807,61.68,32,6,4.0,clear sky,US
545,Fredonia,42.4401,-79.3317,44.42,70,40,14.97,scattered clouds,US
546,Coihueco,-36.6167,-71.8333,61.54,55,75,6.91,broken clouds,CL
547,Sabzevar,36.2126,57.6819,76.28,25,100,6.91,dust,IR
548,Kollam,8.8833,76.6,77.61,81,100,2.46,overcast clouds,IN
549,Cocobeach,1.0002,9.5823,77.27,83,100,3.87,overcast clouds,GA
550,Melipilla,-33.7,-71.2167,59.81,34,47,6.46,scattered clouds,CL
551,Conceicao Do Araguaia,-8.2578,-49.2647,90.05,52,64,4.76,broken clouds,BR
552,Tazovskiy,67.4667,78.7,-9.65,100,42,7.4,scattered clouds,RU
553,Cap Malheureux,-19.9842,57.6142,77.47,84,4,3.0,clear sky,MU
554,Yarmouth,41.7057,-70.2286,60.15,70,75,11.5,broken clouds,US
555,Aswan,24.0934,32.907,103.3,7,0,8.05,clear sky,EG
556,Denia,38.8408,0.1057,75.79,63,68,11.01,broken clouds,ES
557,Tessalit,20.1986,1.0114,96.06,6,0,15.7,clear sky,ML
558,Vagur,61.4732,-6.8119,35.53,64,93,5.14,overcast clouds,FO
559,Saint-Joseph,-21.3667,55.6167,77.38,83,25,11.97,scattered clouds,RE
560,Anaco,9.4389,-64.4728,96.24,29,91,9.78,overcast clouds,VE
561,Tabora,-5.0167,32.8,70.39,64,39,3.94,scattered clouds,TZ
562,Kaduy,59.2,37.15,35.6,92,99,6.64,overcast clouds,RU
563,San Cristobal,7.7669,-72.225,80.78,38,86,9.06,overcast clouds,VE
564,Sao Filipe,14.8961,-24.4956,75.09,71,71,11.39,broken clouds,CV
565,San Ramon,37.7799,-121.978,64.38,51,0,1.99,clear sky,US
566,Couvin,50.0528,4.495,48.76,75,82,9.08,broken clouds,BE
567,Urengoy,65.9667,78.3667,-11.42,100,60,5.99,broken clouds,RU
568,Mingaora,34.7758,72.3625,70.25,34,2,8.23,clear sky,PK
569,Chhabra,24.6667,76.8333,92.97,11,1,4.18,clear sky,IN
570,Qandala,11.472,49.8728,83.57,65,100,2.71,overcast clouds,SO
571,Moundsville,39.9203,-80.7431,46.15,80,100,3.0,overcast clouds,US
572,Norden,53.6,7.2,44.58,71,100,1.99,overcast clouds,DE
573,Adre,13.4667,22.2,92.93,15,43,9.13,scattered clouds,TD
574,Umuarama,-23.7664,-53.325,82.06,62,53,5.08,broken clouds,BR
575,Sisimiut,66.9395,-53.6735,19.18,68,68,0.65,broken clouds,GL
576,Angola,-12.5,18.5,65.75,89,56,4.38,light rain,AO
577,Manama,26.2154,50.5832,84.38,47,0,10.36,clear sky,BH
578,Itaqui,-29.1253,-56.5531,79.09,54,0,8.63,clear sky,BR
579,Gwanda,-20.9333,29.0,61.39,91,100,5.66,light rain,ZW
580,Serebryansk,49.6925,83.2892,31.75,74,2,4.9,clear sky,KZ
581,Bar Harbor,44.3876,-68.2039,56.46,67,20,9.22,few clouds,US
582,Susehri,40.1644,38.0867,54.63,57,2,2.53,clear sky,TR
583,Rundu,-17.9333,19.7667,72.39,63,59,6.11,broken clouds,NA
584,Mirosi,44.4167,24.9333,60.84,61,55,7.56,broken clouds,RO
585,Rosa Zarate,0.3333,-79.4667,85.35,66,100,1.34,overcast clouds,EC
586,Senanga,-16.1167,23.2667,68.02,87,82,5.77,broken clouds,ZM
587,Moche,-8.1711,-79.0092,69.98,78,100,9.22,fog,PE
588,Carayao,-25.1833,-56.4,89.8,47,27,2.68,scattered clouds,PY
589,Bad Bevensen,53.0833,10.5833,45.05,60,95,12.57,overcast clouds,DE
590,Sofiyivka,48.0493,33.8746,58.69,55,95,18.77,overcast clouds,UA
591,Westerland,54.9079,8.3033,42.03,81,40,28.77,scattered clouds,DE
592,Manali,13.1667,80.2667,86.09,82,99,6.33,overcast clouds,IN
593,Turukhansk,65.8167,87.9833,2.44,99,99,5.93,overcast clouds,RU
594,El Retorno,2.3302,-72.6276,91.65,49,98,2.84,overcast clouds,CO
595,Antigonish,45.6169,-61.9986,54.75,88,25,3.89,scattered clouds,CA
596,Plean,56.0652,-3.876,50.0,54,100,9.35,overcast clouds,GB
597,La Rioja,42.25,-2.5,55.18,59,66,6.33,broken clouds,ES
598,Monte Patria,-30.6919,-70.9467,75.78,42,0,7.09,clear sky,CL
599,Chingirlau,51.095,54.0814,48.49,81,99,18.28,overcast clouds,KZ
600,Dunmore Town,25.5,-76.65,73.2,65,100,18.54,overcast clouds,BS
601,Pervomayskiy,53.2485,40.2871,49.39,69,76,7.0,broken clouds,RU
602,Senno,59.5336,33.9167,36.63,96,100,5.01,overcast clouds,RU
603,Zajecar,43.9036,22.2641,65.44,51,81,7.34,broken clouds,RS
604,Krasnovishersk,60.4078,57.082,36.03,99,100,5.68,overcast clouds,RU
605,Penzance,50.1186,-5.5371,49.32,57,20,6.91,few clouds,GB
606,Pitimbu,-7.4706,-34.8086,88.39,67,82,14.32,broken clouds,BR
607,Wick,58.4333,-3.0833,41.05,75,75,12.66,broken clouds,GB
608,Oistins,13.0667,-59.5333,86.09,62,75,24.16,broken clouds,BB
609,Hennenman,-27.9765,27.0242,57.25,79,100,10.2,light rain,ZA
610,Lukulu,-14.3707,23.242,67.46,90,64,5.01,light rain,ZM
611,Jawhar,2.7809,45.5005,81.91,68,60,13.67,broken clouds,SO
612,Katrineholm,58.9959,16.2072,40.44,83,100,9.08,overcast clouds,SE
613,Matagami,49.7502,-77.6328,33.91,93,100,10.36,overcast clouds,CA
614,Puerto Del Rosario,28.5004,-13.8627,67.75,68,0,10.36,clear sky,ES
615,Male,4.1748,73.5089,85.95,70,75,13.8,broken clouds,MV
616,Potiskum,11.7091,11.0694,99.23,9,100,6.73,overcast clouds,NG
617,Fonte Boa,-2.4959,-66.2662,83.53,80,100,4.72,overcast clouds,BR
618,Salym,60.0625,71.4789,16.0,96,29,3.85,scattered clouds,RU
619,Santa Cruz Cabralia,-16.2781,-39.0247,84.43,70,75,11.5,broken clouds,BR
620,Rabo De Peixe,37.8,-25.5833,56.71,88,40,23.02,scattered clouds,PT
621,Bembibre,42.6177,-6.4155,62.53,37,63,2.42,broken clouds,ES
622,Parabel,58.6978,81.4825,13.14,93,58,8.12,broken clouds,RU
623,Sumbawanga,-7.9667,31.6167,58.68,85,99,2.15,overcast clouds,TZ
624,Progreso,21.2833,-89.6667,83.1,42,69,13.49,broken clouds,MX
625,Mushie,-3.0167,16.9,75.74,88,74,5.57,broken clouds,CD
626,Traverse City,44.7631,-85.6206,35.73,81,100,3.0,overcast clouds,US
627,Necochea,-38.5473,-58.7368,73.35,56,12,9.17,few clouds,AR
628,Cartagena,10.3997,-75.5144,89.22,66,40,4.61,scattered clouds,CO
629,Mtambile,-5.3833,39.7,82.56,75,6,11.59,clear sky,TZ
630,Melfi,40.9965,15.6514,57.49,77,81,10.0,broken clouds,IT
631,Mehamn,71.0357,27.8492,35.76,98,100,29.66,overcast clouds,NO
632,Fort Walton Beach,30.4058,-86.6188,64.02,30,0,18.41,clear sky,US
633,Oriximina,-1.7656,-55.8661,82.58,77,98,3.15,overcast clouds,BR
634,Benghazi,32.1167,20.0667,64.9,63,76,14.45,broken clouds,LY
635,Barnstaple,51.0802,-4.0581,49.24,62,56,7.72,broken clouds,GB
636,Panjab,34.388,67.0233,55.56,22,47,2.51,scattered clouds,AF
637,Brazzaville,-4.2658,15.2832,79.97,77,96,3.96,overcast clouds,CG
638,Neuquen,-38.9516,-68.0591,64.29,82,75,3.44,broken clouds,AR
639,Oia,40.5426,-8.5386,63.37,76,100,8.48,overcast clouds,PT
640,Pinega,64.7001,43.3936,39.47,84,100,9.01,overcast clouds,RU
641,Deder,9.3167,41.45,64.51,47,69,2.89,broken clouds,ET
642,Clonakilty,51.6231,-8.8706,49.08,58,85,11.25,overcast clouds,IE
643,Radhanpur,23.8333,71.6,86.79,25,44,5.93,scattered clouds,IN
644,Durusu,41.3053,28.6767,62.78,64,1,6.91,clear sky,TR
645,Kassala,15.451,36.4,97.57,11,0,9.22,clear sky,SD
646,Springbok,-29.6643,17.8865,72.64,28,1,5.23,clear sky,ZA
647,Baranchinskiy,58.1617,59.6991,34.38,100,100,3.02,overcast clouds,RU
648,Santa Maria,-29.6842,-53.8069,72.7,73,75,3.44,broken clouds,BR
649,Wajid,3.8093,43.2471,87.58,37,96,8.86,overcast clouds,SO
650,Qurayyat,31.3318,37.3428,77.18,15,0,6.91,clear sky,SA
651,Acari,-15.4311,-74.6158,80.83,56,38,9.82,scattered clouds,PE
652,Kupino,54.3663,77.2981,30.27,82,11,4.76,few clouds,RU
653,Kaspiyskiy,45.3929,47.3707,55.15,66,41,8.12,scattered clouds,RU
654,Tall Kayf,37.0833,41.0667,60.96,48,0,9.51,clear sky,TR
655,Presidencia Roque Saenz Pena,-26.7852,-60.4388,80.67,62,41,6.6,scattered clouds,AR
656,Dabwali,29.95,74.7333,88.02,9,0,8.66,clear sky,IN
657,Vawkavysk,53.1561,24.4513,42.3,57,100,10.38,overcast clouds,BY
658,Bagotville,-28.9833,153.4167,66.02,99,55,5.75,broken clouds,AU
659,Ibra,22.6906,58.5334,86.18,29,98,10.8,overcast clouds,OM
660,Diu,20.7141,70.9822,81.59,69,0,12.17,clear sky,IN
661,Taylorville,39.5489,-89.2945,49.86,57,75,17.27,broken clouds,US
662,Prainha,-1.8,-53.48,83.89,73,80,2.91,broken clouds,BR
663,Seredka,58.1584,28.1858,38.95,76,98,4.7,overcast clouds,RU
664,Ganta,7.3022,-8.5308,74.61,91,77,4.18,heavy intensity rain,LR
665,Owando,-0.4819,15.8999,82.24,60,47,4.05,scattered clouds,CG
666,Kismayo,-0.3582,42.5454,82.11,81,86,13.0,overcast clouds,SO
667,Manaus,-3.1019,-60.025,82.89,74,75,6.91,broken clouds,BR
668,Constitucion,-35.3333,-72.4167,61.86,65,45,7.2,scattered clouds,CL
669,Zharkent,44.1628,80.0,59.74,56,100,23.55,overcast clouds,KZ
670,Mirnyy,62.5353,113.9611,3.24,100,74,2.98,broken clouds,RU
671,Kjollefjord,70.9457,27.3465,37.45,96,100,29.12,overcast clouds,NO
672,Kyrylivka,46.3759,35.3675,49.75,79,91,21.9,overcast clouds,UA
673,Maceio,-9.6658,-35.7353,85.44,65,40,13.8,scattered clouds,BR
674,West Lorne,42.6001,-81.5998,39.69,60,88,12.28,overcast clouds,CA
675,Micheweni,-4.9667,39.8333,82.71,74,11,10.4,few clouds,TZ
676,Scarborough,54.2797,-0.4044,46.33,61,61,9.06,broken clouds,GB
677,Tigzirt,36.8886,4.1198,61.79,79,27,8.75,scattered clouds,DZ
678,Khor,47.8861,134.9464,30.63,89,35,5.7,scattered clouds,RU
679,Shubarshi,48.5872,57.1869,50.63,74,88,13.56,overcast clouds,KZ
680,Eyl,7.9803,49.8164,81.39,75,95,11.83,overcast clouds,SO
681,Englewood,39.6478,-104.9878,71.58,16,100,8.01,overcast clouds,US
682,Washington,47.5001,-120.5015,46.56,39,0,9.01,clear sky,US
683,Refojos De Basto,41.5132,-7.9952,66.02,71,100,7.31,overcast clouds,PT
684,Ruwi,23.5996,58.5507,88.63,26,84,2.48,broken clouds,OM
685,San Joaquin,37.9333,-121.3011,68.13,23,60,15.55,broken clouds,US
686,Port Shepstone,-30.7414,30.455,66.09,88,100,17.07,moderate rain,ZA
687,Nizwa,22.9333,57.5333,87.85,12,76,6.91,broken clouds,OM
688,Deori Khas,23.4,79.0167,91.31,10,0,3.31,clear sky,IN
689,Khilchipur,24.0333,76.5667,93.15,12,0,5.91,clear sky,IN
690,Zaysan,47.4667,84.8667,40.77,53,73,9.31,broken clouds,KZ
691,Tres Arroyos,-38.3739,-60.2798,77.11,41,37,10.09,scattered clouds,AR
692,Amos,48.5669,-78.1162,36.5,78,100,6.98,overcast clouds,CA
