City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
628,Cartagena,CO,89.22,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
633,Oriximina,BR,82.58,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
637,Brazzaville,CG,79.97,overcast clouds,-4.2658,15.2832,Hotel Muesse
643,Radhanpur,IN,86.79,scattered clouds,23.8333,71.6,"HONEST - HOTEL (VIRAT HOTEL AND GUEST HOUSE, RADHANPUR))"
645,Kassala,SD,97.57,clear sky,15.451,36.4,Amassi Hotel Gash
646,Springbok,ZA,72.64,clear sky,-29.6643,17.8865,Undulata Country Lodge
648,Santa Maria,BR,72.7,broken clouds,-29.6842,-53.8069,Hotel Morotin
649,Wajid,SO,87.58,overcast clouds,3.8093,43.2471,xamdihotelresturant114
650,Qurayyat,SA,77.18,clear sky,31.3318,37.3428,Resorts Kandel
651,Acari,PE,80.83,scattered clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
655,Presidencia Roque Saenz Pena,AR,80.67,scattered clouds,-26.7852,-60.4388,Hotel Gualok
656,Dabwali,IN,88.02,clear sky,29.95,74.7333,Hotel Siddarth
658,Bagotville,AU,66.02,broken clouds,-28.9833,153.4167,Broadwater Sunrise Caravan Park
659,Ibra,OM,86.18,overcast clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
660,Diu,IN,81.59,clear sky,20.7141,70.9822,Hotel Relax Inn
662,Prainha,BR,83.89,broken clouds,-1.8,-53.48,Casa Rocha
665,Owando,CG,82.24,scattered clouds,-0.4819,15.8999,Exaunel Hotel Owando
666,Kismayo,SO,82.11,overcast clouds,-0.3582,42.5454,Agan-Hotel
667,Manaus,BR,82.89,broken clouds,-3.1019,-60.025,Manaus Hotéis Millennium
673,Maceio,BR,85.44,scattered clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
680,Eyl,SO,81.39,overcast clouds,7.9803,49.8164,Amiin Hotel
681,Englewood,US,71.58,overcast clouds,39.6478,-104.9878,InTown Suites Extended Stay Denver CO - Englewood
683,Refojos De Basto,PT,66.02,overcast clouds,41.5132,-7.9952,Casa De Santa Comba
684,Ruwi,OM,88.63,broken clouds,23.5996,58.5507,Al Falaj Hotel
685,San Joaquin,US,68.13,broken clouds,37.9333,-121.3011,University Plaza Waterfront Hotel
686,Port Shepstone,ZA,66.09,moderate rain,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
687,Nizwa,OM,87.85,broken clouds,22.9333,57.5333,Orient Apartments
688,Deori Khas,IN,91.31,clear sky,23.4,79.0167,SAMARPAD COMPUTER DEORI
689,Khilchipur,IN,93.15,clear sky,24.0333,76.5667,Hotel Uday Palace
691,Tres Arroyos,AR,77.11,scattered clouds,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
695,Tapes,BR,73.24,overcast clouds,-30.6733,-51.3958,Cabanas Camping Union
696,Yaguajay,CU,78.46,few clouds,22.3272,-79.2378,Hostal La Terraza
699,Andilamena,MG,65.46,broken clouds,-17.0167,48.5833,Police men home Andilamina
702,Jalu,LY,80.02,overcast clouds,29.0331,21.5482,صاحبة الفخامة
704,Boa Vista,BR,85.98,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
706,Lima,PE,69.39,mist,-12.0432,-77.0282,Hotel Kamana
707,Ariquemes,BR,88.81,overcast clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
713,Aquin,HT,76.96,overcast clouds,18.2833,-73.4,Asheev Beach
714,San Jose De Guanipa,VE,93.4,broken clouds,8.8872,-64.1651,HOTEL 283 SUITES
717,Kashipur,IN,83.46,clear sky,29.2167,78.95,Anand Villa Homestay
718,Upata,VE,91.27,broken clouds,8.0086,-62.3989,Posada Villa Nela
720,Behbahan,IR,80.11,broken clouds,30.5959,50.2417,شهرکدامداران ماهشهر
